answer,post_answer_count,post_comment_count,post_favorite_count,post_score,post_view_count,users_reputation,users_up_votes,users_down_votes,score_prev_acceptans,score_prev_ans,score_prev_comment,score_prev_question,score_prev_favquestion,age_user,title_length,num_block_code,num_i_sentences,num_wh_words,num_y_sentences,tags_popularity,num_tags,code_length,tag_count
2,1,0,0,0,28,42,8,0,0,0,0,0,0,1569.0,73,1,0,0,0,1,2,527.0,2.0
1,0,0,0,0,30,41,8,0,2,2,1,2,0,681.0,21,0,7,1,2,3,3,0.0,3.0
2,2,6,0,1,187,40,8,0,0,3,0,1,0,160.0,73,2,2,0,0,1,3,1240.0,3.0
2,1,0,0,0,23,39,8,0,0,0,2,4,0,244.0,114,1,5,0,0,1,5,1631.0,5.0
2,1,2,0,0,29,39,8,0,0,0,2,0,0,1727.0,26,1,1,1,0,1,1,1984.0,1.0
2,4,2,0,4,97,39,8,0,0,0,0,4,0,434.0,106,2,3,2,0,2,3,1458.0,3.0
2,1,1,0,0,29,37,8,0,0,0,0,1,0,1266.0,49,0,4,0,0,0,2,0.0,2.0
1,0,1,0,0,72,30,8,0,0,1,0,-1,0,1569.0,69,4,4,2,0,1,5,16337.0,5.0
2,1,4,0,0,67,30,8,0,0,0,1,5,0,0.0,56,0,5,1,1,1,4,0.0,4.0
2,1,7,0,0,38,29,8,0,0,0,0,3,0,350.0,40,1,2,0,0,1,2,204.0,2.0
2,2,3,0,0,69,25,8,0,0,0,0,1,0,1820.0,27,1,5,1,0,1,3,1881.0,3.0
1,0,3,0,0,64,25,8,0,0,0,0,2,0,39.0,60,0,3,0,0,1,5,0.0,5.0
1,0,1,0,0,36,23,8,0,0,0,0,-7,2,106.0,41,1,4,2,0,3,3,285.0,3.0
2,2,0,0,0,33,21,8,0,0,0,0,-1,0,690.0,43,1,5,2,0,2,3,82.0,3.0
1,0,0,1,0,157,17,8,0,0,0,0,0,1,904.0,40,1,0,1,0,1,3,6111.0,3.0
2,1,5,0,0,74,17,8,0,0,0,0,2,0,343.0,74,2,4,1,0,2,4,449.0,4.0
2,1,4,0,0,63,16,8,0,0,-2,0,3,0,91.0,63,1,3,1,0,3,3,109.0,3.0
2,1,0,0,-1,55,14,8,0,1,1,0,-1,0,439.0,65,0,2,1,0,2,4,0.0,4.0
2,1,0,0,0,40,12,8,0,0,0,0,1,0,20.0,38,0,2,1,0,1,4,0.0,4.0
1,0,3,0,0,207,1414,7,11,3,70,17,-11,2,1990.0,54,0,0,0,0,2,4,0.0,4.0
2,1,2,0,1,75,1153,7,71,25,52,15,5,0,681.0,59,0,1,0,0,0,4,0.0,4.0
2,1,2,0,1,176,482,7,26,7,17,18,3,0,50.0,37,2,3,0,0,2,4,1665.0,4.0
1,0,1,0,0,21,433,7,1,0,0,3,52,21,389.0,63,0,3,0,0,2,3,0.0,3.0
2,2,0,0,2,191,332,7,1,2,3,0,4,1,732.0,125,0,3,1,0,0,3,0.0,3.0
2,1,7,0,0,310,300,7,9,3,15,10,14,0,56.0,69,2,2,2,0,1,4,707.0,4.0
2,2,2,0,0,37,226,7,0,0,1,8,32,11,574.0,31,0,2,0,0,2,2,0.0,2.0
2,3,0,0,0,110,185,7,1,4,7,6,1,0,899.0,53,1,3,0,0,1,5,377.0,5.0
2,2,0,4,3,3551,178,7,0,1,1,1,28,6,88.0,39,2,2,0,0,3,4,321.0,4.0
1,0,2,1,1,136,165,7,0,4,5,2,2,1,1424.0,84,2,2,0,0,1,3,411.0,3.0
2,2,3,0,-2,51,161,7,0,2,2,4,17,1,142.0,59,1,2,0,0,2,3,2054.0,3.0
2,2,4,1,0,688,161,7,1,0,0,4,41,6,731.0,48,3,1,0,0,2,4,4031.0,4.0
2,3,7,1,1,201,156,7,0,2,3,0,1,1,1102.0,46,6,10,4,0,3,4,1372.0,4.0
2,1,4,1,2,156,155,7,1,6,11,6,5,1,1875.0,73,2,1,1,0,2,5,887.0,5.0
2,1,0,0,2,137,126,7,0,0,0,1,11,0,8.0,57,0,2,0,0,0,4,0.0,4.0
2,2,0,0,1,403,121,7,0,3,5,2,1,0,1426.0,59,7,7,3,0,1,4,904.0,4.0
1,0,12,1,1,33,112,7,0,0,0,4,-5,1,450.0,40,0,5,0,0,1,3,0.0,3.0
2,2,0,0,2,342,111,7,0,0,3,1,2,0,1683.0,54,4,1,0,0,3,4,702.0,4.0
2,1,2,0,0,18,111,7,0,0,-2,1,6,0,1413.0,74,0,1,2,0,1,2,0.0,2.0
2,1,10,0,0,70,109,7,0,0,4,13,9,0,196.0,61,5,1,4,0,5,5,3205.0,5.0
2,1,0,0,0,208,86,7,0,0,0,0,6,1,724.0,41,2,3,0,0,2,4,1132.0,4.0
2,1,0,0,0,582,85,7,0,0,6,1,1,0,873.0,21,2,3,0,0,0,2,372.0,2.0
1,0,0,0,0,9,81,7,0,0,3,1,0,0,2226.0,68,0,4,2,0,3,3,0.0,3.0
1,0,0,0,0,16,80,7,0,-1,-1,0,4,0,96.0,37,1,0,0,0,1,1,1137.0,1.0
2,1,0,0,0,1605,80,7,0,4,5,1,2,0,276.0,32,1,1,0,0,2,4,255.0,4.0
2,2,0,0,0,545,79,7,0,1,3,0,4,1,1643.0,61,5,1,2,0,1,5,2308.0,5.0
2,1,0,0,0,27,78,7,0,0,1,0,9,3,52.0,46,2,0,2,0,2,3,800.0,3.0
2,2,6,0,0,334,77,7,0,0,0,0,7,1,59.0,56,2,4,0,0,3,3,1660.0,3.0
2,3,6,0,0,110,76,7,0,0,1,0,8,0,224.0,51,1,2,0,0,2,3,381.0,3.0
2,2,0,0,0,44,74,7,0,2,2,0,6,0,249.0,53,0,4,0,0,0,2,0.0,2.0
2,2,1,0,1,52,67,7,0,0,3,1,-1,0,7.0,93,1,2,0,0,1,2,1677.0,2.0
2,1,3,0,0,45,64,7,0,0,0,2,6,1,533.0,61,1,0,1,1,2,3,380.0,3.0
1,0,0,0,0,86,63,7,0,0,2,1,1,0,1114.0,57,2,4,2,0,2,3,893.0,3.0
2,2,0,0,0,349,62,7,0,0,0,0,3,1,43.0,128,3,9,4,0,3,5,2242.0,5.0
2,1,2,0,0,40,58,7,0,0,0,0,7,0,3.0,67,3,2,1,1,0,4,368.0,4.0
2,1,3,0,1,49,56,7,0,0,0,1,5,0,70.0,64,1,4,1,0,1,2,1399.0,2.0
2,1,0,0,3,26,56,7,0,0,0,0,9,0,143.0,43,2,2,2,1,0,3,77.0,3.0
2,1,4,0,1,4730,55,7,0,0,0,2,1,0,284.0,42,1,2,1,0,1,5,324.0,5.0
1,0,5,0,0,35,55,7,0,0,4,0,2,0,718.0,46,1,6,0,0,1,3,537.0,3.0
2,2,4,0,0,50,54,7,0,0,0,0,0,0,748.0,75,4,9,1,0,3,4,732.0,4.0
2,3,2,0,1,35,48,7,0,0,0,0,7,0,108.0,62,2,1,0,0,2,4,3548.0,4.0
2,5,1,0,0,69,46,7,0,0,0,3,4,0,11.0,44,4,1,3,0,2,2,1318.0,2.0
1,0,0,0,0,37,45,7,0,0,0,1,1,1,1531.0,91,1,3,3,0,2,3,3227.0,3.0
2,1,0,0,1,75,43,7,0,0,0,0,5,0,7.0,46,2,4,1,0,1,2,586.0,2.0
2,2,3,0,1,177,42,7,0,0,-2,0,5,0,13.0,37,1,0,2,0,1,1,197.0,1.0
2,2,0,0,2,64,41,7,0,0,0,1,5,1,6.0,21,0,1,1,0,0,2,0.0,2.0
2,1,3,0,6,5966,41,7,0,0,0,0,1,0,818.0,31,3,4,1,2,1,3,1968.0,3.0
2,1,4,0,0,46,39,7,0,0,0,1,2,0,1144.0,55,3,3,2,0,1,1,390.0,1.0
2,1,0,0,0,322,39,7,0,0,0,0,4,0,47.0,24,2,3,0,0,1,2,1001.0,2.0
2,3,0,0,3,88,37,7,0,0,0,1,6,0,98.0,47,2,1,2,0,2,3,726.0,3.0
1,0,3,0,2,20,36,7,0,0,0,1,2,0,0.0,72,2,0,1,0,2,3,225.0,3.0
2,1,0,0,1,117,35,7,0,0,0,3,-1,1,969.0,51,0,5,0,0,2,2,0.0,2.0
2,1,3,0,2,98,35,7,0,0,-1,0,6,0,889.0,43,1,1,0,0,3,5,4062.0,5.0
2,1,0,0,0,32,31,7,0,0,0,1,3,0,5.0,72,0,1,1,0,1,2,0.0,2.0
1,0,0,0,0,44,30,7,0,0,0,1,1,0,486.0,45,0,4,0,0,1,2,0.0,2.0
2,3,6,0,0,789,28,7,0,0,0,2,3,0,22.0,33,1,5,0,0,3,3,799.0,3.0
2,1,2,0,0,59,28,7,0,0,0,0,3,2,81.0,32,2,3,2,0,1,4,1809.0,4.0
2,1,0,0,1,201,27,7,0,0,1,1,2,1,0.0,64,2,7,0,0,1,4,1278.0,4.0
2,1,1,0,0,42,26,7,0,0,0,1,-1,1,982.0,22,2,5,2,0,2,3,1720.0,3.0
1,0,0,0,0,13,25,7,0,0,0,2,5,0,14.0,79,3,5,0,0,1,1,1664.0,1.0
2,1,0,0,-1,28,24,7,0,0,0,0,2,0,6.0,33,2,3,0,0,0,4,151.0,4.0
2,1,0,0,0,317,23,7,0,0,0,0,1,0,470.0,69,3,2,1,0,1,5,1043.0,5.0
2,1,0,0,1,72,21,7,0,0,0,0,2,0,1100.0,83,0,2,0,0,1,5,0.0,5.0
2,1,1,0,0,60,21,7,0,0,0,0,3,0,563.0,52,0,1,1,1,2,2,0.0,2.0
2,1,0,0,-2,291,20,7,0,0,0,1,-4,5,556.0,82,0,1,0,0,1,5,0.0,5.0
2,1,1,0,-1,127,16,7,0,0,0,0,-1,0,1028.0,55,0,1,0,0,1,1,0.0,1.0
2,1,0,0,2,30,5312,6,0,506,521,4,6,0,2930.0,60,1,4,1,0,0,2,211.0,2.0
2,1,0,1,5,784,493,6,2,18,25,0,5,1,1654.0,67,0,1,0,0,0,3,0.0,3.0
1,0,5,0,0,25,378,6,8,1,1,0,20,3,440.0,41,0,2,2,0,1,1,0.0,1.0
2,1,0,0,0,37,335,6,0,1,1,1,0,0,2047.0,44,2,4,0,0,0,2,245.0,2.0
1,0,2,0,1,128,306,6,0,5,10,4,5,1,4.0,23,0,10,4,2,2,5,0.0,5.0
2,1,0,0,0,47,234,6,0,0,4,1,0,0,1800.0,30,1,5,1,0,0,2,615.0,2.0
2,1,8,0,2,586,181,6,0,7,7,0,4,0,592.0,93,1,4,2,0,1,2,665.0,2.0
1,0,7,0,0,66,173,6,0,0,0,3,17,4,74.0,29,0,4,1,0,2,5,0.0,5.0
2,1,2,0,0,61,145,6,0,0,1,1,15,3,742.0,38,0,5,0,0,2,5,0.0,5.0
2,2,0,0,1,48,118,6,0,4,5,0,1,1,755.0,36,2,5,2,0,2,5,729.0,5.0
2,1,1,0,0,32,114,6,0,0,1,0,8,1,1639.0,56,3,2,0,0,2,3,366.0,3.0
1,0,1,0,0,27,106,6,0,0,0,1,10,5,30.0,84,0,1,1,0,3,5,0.0,5.0
2,4,1,0,2,247,98,6,0,0,0,1,12,8,290.0,30,1,13,8,0,1,5,1124.0,5.0
2,4,2,1,10,426,88,6,0,0,0,3,14,4,28.0,27,5,3,0,0,2,5,116.0,5.0
2,1,4,0,0,1315,88,6,0,0,0,1,12,5,1050.0,39,3,4,1,0,0,3,488.0,3.0
2,2,0,0,0,40,87,6,0,0,0,1,13,0,330.0,39,2,2,1,1,3,5,235.0,5.0
2,1,7,0,1,388,85,6,0,0,0,0,14,0,260.0,116,1,1,5,0,1,5,3507.0,5.0
2,1,5,0,0,74,83,6,0,0,-1,2,-5,0,1376.0,43,1,2,1,0,1,2,592.0,2.0
2,1,0,0,2,44,78,6,0,0,5,0,4,0,6.0,59,2,4,3,0,2,3,1842.0,3.0
2,1,2,0,0,23,76,6,0,1,4,0,2,0,796.0,42,0,1,0,0,1,3,0.0,3.0
1,0,1,0,0,39,76,6,0,0,6,1,0,0,603.0,46,0,1,0,0,1,3,0.0,3.0
2,1,1,0,2,513,74,6,0,0,0,0,2,0,1275.0,37,0,7,4,0,0,3,0.0,3.0
1,0,0,0,0,19,74,6,0,0,0,1,0,0,1276.0,48,0,2,0,0,2,3,0.0,3.0
1,0,0,0,1,353,69,6,0,2,1,0,2,0,355.0,35,1,6,1,1,2,3,2818.0,3.0
2,1,13,0,1,55,66,6,0,0,0,4,4,2,363.0,50,1,3,2,0,1,4,579.0,4.0
1,0,2,0,0,38,59,6,0,1,1,3,3,1,77.0,67,1,2,0,0,4,5,245.0,5.0
2,2,0,1,1,534,59,6,0,1,1,3,3,1,0.0,32,2,2,0,0,3,3,1427.0,3.0
1,0,0,0,0,51,57,6,0,0,1,1,-2,1,38.0,37,2,7,2,0,2,3,925.0,3.0
2,3,3,0,0,68,56,6,0,0,0,1,6,1,294.0,40,1,2,0,0,2,4,848.0,4.0
1,0,2,0,2,165,54,6,0,1,1,0,5,1,323.0,50,0,1,3,1,1,4,0.0,4.0
2,5,0,0,2,261,54,6,0,0,0,0,2,1,604.0,61,2,2,0,0,2,3,72.0,3.0
2,2,3,0,1,47,52,6,0,0,0,1,0,0,1999.0,66,2,3,3,0,2,4,1233.0,4.0
2,1,4,0,0,44,50,6,0,1,2,0,0,0,1508.0,60,3,13,2,0,1,3,3140.0,3.0
2,1,0,0,1,1824,49,6,0,0,0,1,8,1,1108.0,40,0,1,0,0,2,3,0.0,3.0
2,3,4,0,0,53,48,6,0,1,2,0,0,0,136.0,47,1,4,0,1,1,2,255.0,2.0
2,1,0,0,0,37,45,6,0,0,0,0,0,0,1627.0,42,1,3,2,0,1,4,98.0,4.0
2,1,4,0,1,48,45,6,0,0,0,1,3,2,160.0,77,1,2,0,0,1,1,248.0,1.0
2,1,0,0,1,75,45,6,0,0,0,1,7,0,484.0,40,0,2,2,0,0,5,0.0,5.0
2,1,0,0,0,74,45,6,0,0,2,1,0,0,857.0,56,0,6,3,0,2,4,0.0,4.0
2,2,0,0,0,182,44,6,0,0,2,0,0,0,1364.0,63,7,2,0,0,1,3,2074.0,3.0
2,3,2,0,-1,21,44,6,0,2,2,0,-2,0,520.0,48,0,3,2,2,1,1,0.0,1.0
2,2,9,0,0,68,42,6,0,0,0,0,3,0,42.0,54,1,4,2,0,2,5,791.0,5.0
2,1,0,0,1,33,41,6,0,0,1,0,2,2,62.0,110,0,4,0,0,0,2,0.0,2.0
2,1,3,0,1,25,41,6,0,0,1,2,4,0,390.0,59,2,7,2,0,1,3,575.0,3.0
1,0,2,0,0,39,40,6,0,0,0,0,3,0,4.0,42,2,4,0,0,2,2,2315.0,2.0
2,1,4,0,0,69,39,6,0,0,1,1,2,0,669.0,41,1,1,0,0,2,3,281.0,3.0
1,0,5,0,2,38,38,6,0,0,0,2,3,0,948.0,49,0,3,0,0,1,1,0.0,1.0
1,0,1,0,1,43,38,6,0,0,0,0,6,0,75.0,45,1,5,0,0,1,3,160.0,3.0
2,1,2,0,0,3816,36,6,0,0,0,0,1,0,234.0,82,4,0,3,0,1,1,6244.0,1.0
2,1,4,0,1,447,36,6,0,0,0,0,6,0,0.0,46,3,1,1,0,1,1,1019.0,1.0
2,1,2,0,-1,37,35,6,0,0,0,1,0,0,289.0,31,0,1,0,0,1,2,0.0,2.0
2,1,0,0,0,101,35,6,0,0,0,0,2,1,723.0,40,2,9,2,1,2,3,434.0,3.0
2,1,0,0,0,56,33,6,0,0,0,0,4,2,1493.0,52,3,1,2,0,1,4,743.0,4.0
1,0,1,0,0,30,32,6,0,0,0,1,0,2,998.0,33,1,1,0,0,0,3,180.0,3.0
2,1,0,0,0,47,32,6,0,0,-2,0,3,0,542.0,19,1,2,1,0,2,3,513.0,3.0
2,1,2,0,1,43,32,6,0,0,0,0,4,0,1355.0,57,1,1,0,0,1,3,262.0,3.0
2,1,1,0,0,44,31,6,0,0,0,3,-1,1,84.0,31,1,3,0,0,1,2,185.0,2.0
2,1,12,0,1,125,30,6,0,0,0,2,3,0,93.0,53,1,3,1,0,2,4,528.0,4.0
1,0,9,0,0,18,29,6,0,0,0,0,0,0,131.0,75,1,2,0,0,1,2,918.0,2.0
2,1,1,0,3,9958,29,6,0,0,0,0,4,0,256.0,60,1,7,2,0,1,3,655.0,3.0
2,1,0,0,0,23,28,6,0,0,0,1,0,0,498.0,46,2,3,1,0,2,3,1671.0,3.0
2,3,6,1,0,83,27,6,0,0,-2,1,1,1,2142.0,42,2,3,0,0,3,3,134.0,3.0
2,1,2,0,0,56,26,6,0,0,0,0,0,0,1994.0,61,0,10,1,0,4,5,0.0,5.0
1,0,8,0,0,104,25,6,0,0,2,0,0,0,1537.0,70,0,16,2,0,1,3,0.0,3.0
2,1,2,0,-2,48,25,6,0,0,0,1,-3,0,55.0,45,3,3,2,0,4,5,604.0,5.0
2,1,0,0,0,15,23,6,0,0,0,2,2,0,1150.0,68,1,3,0,0,0,3,996.0,3.0
2,1,0,0,1,25,22,6,0,0,0,3,1,0,22.0,42,2,1,0,0,1,2,2213.0,2.0
2,1,0,0,2,200,20,6,0,0,0,0,2,0,24.0,48,2,2,0,0,1,4,501.0,4.0
2,1,0,0,1,20,20,6,0,0,0,0,-2,0,2149.0,45,3,4,5,0,0,2,369.0,2.0
2,2,4,0,-1,24,20,6,0,0,0,0,-4,1,72.0,49,1,0,2,0,1,1,610.0,1.0
1,0,3,0,0,27,19,6,0,0,0,0,1,0,127.0,43,3,5,0,0,2,2,1265.0,2.0
1,0,2,0,0,15,16,6,0,0,0,1,3,0,654.0,64,1,5,0,0,2,3,658.0,3.0
2,1,2,0,0,87,752,5,0,0,0,4,4,3,2398.0,34,1,4,1,0,1,4,63.0,4.0
2,1,1,0,1,318,595,5,2,0,15,4,16,3,580.0,84,4,6,0,0,1,3,551.0,3.0
2,2,5,0,1,82,511,5,1,1,2,8,5,0,2124.0,27,1,3,0,0,1,4,297.0,4.0
2,2,0,0,8,104,406,5,0,0,0,2,50,3,292.0,63,1,0,0,0,1,4,186.0,4.0
2,1,3,0,0,113,384,5,2,0,0,3,2,0,1260.0,76,1,4,0,0,1,2,196.0,2.0
1,0,2,1,0,68,381,5,0,14,16,4,3,1,1758.0,66,0,3,0,0,1,2,0.0,2.0
2,1,2,0,0,94,352,5,0,5,11,14,1,0,110.0,41,1,3,0,1,0,1,1447.0,1.0
2,3,1,5,21,1711,347,5,0,0,2,0,31,8,652.0,44,0,2,0,0,2,4,0.0,4.0
1,0,0,0,1,25,274,5,0,3,3,1,14,0,1578.0,81,0,4,1,0,0,5,0.0,5.0
1,0,1,0,1,29,220,5,0,9,11,3,11,1,647.0,51,2,4,4,0,1,2,1496.0,2.0
1,0,4,0,1,431,156,5,1,8,13,2,1,0,1553.0,43,5,5,1,0,1,3,1338.0,3.0
2,1,16,0,1,69,135,5,0,4,8,3,3,1,1277.0,44,0,5,0,0,2,3,0.0,3.0
2,3,2,0,2,2079,134,5,0,0,0,0,2,0,1308.0,52,0,3,1,1,0,3,0.0,3.0
2,1,0,0,0,50,132,5,0,1,5,0,1,0,2862.0,40,1,0,1,0,1,5,767.0,5.0
2,1,0,0,1,59,119,5,0,0,1,4,8,5,1412.0,26,2,1,0,0,2,5,799.0,5.0
2,3,4,0,1,676,116,5,0,1,1,0,1,0,211.0,71,1,5,3,0,2,5,325.0,5.0
1,0,0,0,1,92,110,5,0,3,3,1,9,0,995.0,58,0,7,1,0,1,5,0.0,5.0
2,1,1,0,0,171,108,5,0,1,3,1,0,0,920.0,48,0,9,3,2,2,5,0.0,5.0
1,0,0,0,2,30,101,5,0,1,3,2,4,3,257.0,31,1,0,0,0,1,2,42.0,2.0
2,3,2,0,0,155,98,5,0,1,2,0,-2,0,1986.0,34,2,3,1,1,0,4,1925.0,4.0
1,0,0,0,0,77,96,5,0,3,4,0,2,0,281.0,51,0,13,6,0,0,4,0.0,4.0
1,0,3,0,0,34,95,5,0,0,0,0,0,0,2836.0,94,3,0,0,0,1,3,529.0,3.0
2,2,3,0,1,2184,92,5,0,0,0,1,3,0,266.0,43,4,7,3,0,2,2,430.0,2.0
2,1,0,1,1,448,87,5,0,0,0,0,8,2,1710.0,51,6,6,1,0,1,4,781.0,4.0
1,0,1,0,0,41,82,5,0,0,0,0,11,2,135.0,46,1,4,0,1,1,4,625.0,4.0
2,2,0,0,5,2482,70,5,0,0,0,2,6,0,1001.0,98,0,1,0,0,1,5,0.0,5.0
2,2,0,0,0,26,65,5,0,0,0,0,0,0,2480.0,71,0,6,2,1,0,2,0.0,2.0
2,1,4,0,1,53,61,5,0,0,1,0,4,1,528.0,31,1,1,1,0,1,1,787.0,1.0
2,2,1,0,2,80,59,5,0,4,4,0,1,0,0.0,34,2,11,1,0,2,3,118.0,3.0
2,3,2,0,1,57,57,5,0,0,0,0,8,0,427.0,76,1,3,0,0,0,1,3788.0,1.0
2,2,0,0,0,150,57,5,0,0,0,0,4,0,1799.0,73,3,4,0,0,1,3,219.0,3.0
2,3,3,0,1,73,57,5,0,0,0,0,4,0,1892.0,42,1,2,0,0,1,3,178.0,3.0
2,1,3,0,0,23,57,5,0,0,0,2,3,0,77.0,90,1,3,1,1,2,2,1851.0,2.0
2,2,3,0,0,50,56,5,0,4,4,0,12,3,281.0,55,1,1,0,0,1,1,193.0,1.0
1,0,6,0,0,56,55,5,0,0,1,1,7,0,985.0,44,1,4,1,0,1,2,338.0,2.0
2,1,0,0,0,41,53,5,0,-1,-7,0,3,0,121.0,36,2,8,0,1,3,4,2555.0,4.0
2,2,0,0,1,255,49,5,0,0,0,0,5,0,141.0,46,2,2,1,0,1,3,448.0,3.0
2,1,0,0,0,16,46,5,0,1,1,0,5,0,224.0,88,4,3,1,1,3,3,1513.0,3.0
2,1,0,0,3,49,45,5,0,0,0,1,5,0,174.0,35,0,2,0,0,0,1,0.0,1.0
2,2,0,0,0,56,43,5,0,0,0,0,1,0,978.0,29,3,4,0,0,1,4,845.0,4.0
2,1,0,0,0,441,41,5,0,0,0,0,5,4,0.0,81,1,3,0,0,1,5,817.0,5.0
2,1,2,0,0,46,38,5,0,0,0,0,4,0,533.0,52,3,5,0,0,3,5,3903.0,5.0
2,1,1,0,0,35,38,5,0,0,0,0,5,1,20.0,61,2,1,0,0,3,5,906.0,5.0
1,0,3,0,0,84,38,5,0,0,-1,0,3,1,258.0,49,2,2,0,0,2,3,423.0,3.0
2,1,0,0,1,62,38,5,0,0,0,0,2,0,1329.0,71,1,0,0,0,2,3,1392.0,3.0
2,2,7,0,0,963,36,5,0,0,3,0,1,1,505.0,75,2,2,0,0,1,3,2915.0,3.0
2,1,3,0,0,42,34,5,0,0,0,1,5,0,144.0,55,1,7,3,0,2,3,3866.0,3.0
2,1,2,0,4,281,34,5,0,0,0,0,6,0,19.0,25,3,6,3,0,1,3,124.0,3.0
2,1,0,0,0,43,33,5,0,0,-1,0,0,1,603.0,42,0,4,1,0,1,2,0.0,2.0
2,2,7,0,0,105,33,5,0,0,0,2,4,1,139.0,27,1,4,0,1,1,4,1101.0,4.0
1,0,5,0,0,37,32,5,0,0,0,0,3,2,1414.0,58,1,4,1,0,2,4,76.0,4.0
1,0,2,0,0,46,31,5,0,0,0,0,-1,0,1199.0,43,1,3,0,0,1,3,140.0,3.0
2,1,5,0,2,586,31,5,0,0,0,0,2,0,1223.0,63,3,0,0,0,1,3,7545.0,3.0
1,0,0,0,0,46,30,5,0,0,0,0,0,0,496.0,89,1,0,1,0,0,3,399.0,3.0
2,1,0,0,1,227,30,5,0,0,0,0,1,0,762.0,52,1,3,2,0,0,1,22.0,1.0
1,0,3,0,0,23,30,5,0,0,0,0,5,0,76.0,73,3,5,5,0,1,2,906.0,2.0
2,1,0,0,0,704,27,5,0,0,1,0,-4,0,118.0,42,0,6,0,0,3,4,0.0,4.0
1,0,4,0,1,58,27,5,0,1,1,0,1,0,991.0,75,3,5,2,0,1,2,547.0,2.0
2,1,0,0,0,18,27,5,0,0,1,1,-1,0,2003.0,44,1,3,1,0,1,2,57.0,2.0
2,2,4,0,0,58,26,5,0,0,0,0,0,0,854.0,36,1,4,1,1,2,3,1908.0,3.0
1,0,0,0,0,23,26,5,0,0,0,1,1,2,120.0,129,2,6,0,0,3,3,2136.0,3.0
1,0,3,0,0,43,25,5,0,0,0,1,3,0,30.0,63,1,3,0,0,1,2,3167.0,2.0
1,0,7,0,0,22,25,5,0,0,0,0,0,0,1434.0,68,2,5,0,0,1,2,156.0,2.0
2,1,0,0,0,100,24,5,0,0,0,0,0,1,699.0,34,1,2,2,0,2,5,2367.0,5.0
1,0,6,0,2,116,23,5,0,-1,-1,1,-4,2,254.0,92,11,4,4,0,2,3,8769.0,3.0
2,2,4,0,3,53,23,5,0,0,0,1,4,0,0.0,33,1,0,0,0,2,4,771.0,4.0
2,2,0,0,1,37,21,5,0,0,-1,0,2,0,1418.0,71,0,5,0,0,2,5,0.0,5.0
2,2,2,0,0,300,20,5,0,0,0,0,3,0,8.0,92,3,7,5,3,4,4,914.0,4.0
2,5,10,0,0,83,19,5,0,0,0,0,0,0,0.0,46,1,2,0,0,1,1,779.0,1.0
2,4,4,0,0,39,19,5,0,0,0,1,2,0,300.0,35,3,4,0,0,3,3,1878.0,3.0
1,0,3,0,1,34,18,5,0,0,0,0,2,0,2.0,22,2,1,0,0,2,3,755.0,3.0
2,1,0,0,1,26,18,5,0,0,0,0,-1,0,8.0,67,1,2,2,0,1,5,139.0,5.0
2,1,2,0,-2,261,17,5,0,0,2,0,-2,0,73.0,75,1,4,0,0,2,2,118.0,2.0
1,0,2,0,1,30,16,5,0,0,0,1,3,3,0.0,48,0,1,0,0,1,3,0.0,3.0
2,1,0,0,0,19,16,5,0,0,0,0,-1,0,258.0,60,1,2,1,0,1,3,146.0,3.0
2,1,3,0,0,38,15,5,0,0,0,0,0,0,36.0,23,1,2,0,0,2,4,325.0,4.0
2,2,2,0,1,80,15,5,0,0,0,0,2,0,248.0,99,0,2,0,0,2,3,0.0,3.0
2,3,1,0,0,379,15,5,0,0,0,0,0,0,13.0,39,0,6,1,1,4,4,0.0,4.0
2,1,2,0,0,28,15,5,0,0,1,0,0,0,828.0,78,0,1,0,0,2,2,0.0,2.0
2,1,3,0,1,29,15,5,0,0,0,1,2,0,888.0,53,2,4,3,2,1,4,647.0,4.0
2,3,0,0,0,787,4,5,0,0,0,0,0,0,163.0,64,1,1,0,0,1,2,162.0,2.0
2,1,4,0,0,52,39749,4,79,1719,2635,1243,0,0,3037.0,63,2,2,1,0,1,4,2096.0,4.0
1,0,2,0,1,53,963,4,0,24,46,3,4,0,868.0,34,3,2,1,0,3,4,787.0,4.0
2,1,2,0,0,88,668,4,0,2,8,9,3,0,1889.0,88,2,1,0,0,2,2,1174.0,2.0
2,1,1,0,3,34,507,4,2,0,0,1,40,5,426.0,50,0,4,2,0,0,1,0.0,1.0
2,1,0,0,0,165,414,4,0,0,8,1,6,0,1212.0,72,2,8,1,0,0,3,2829.0,3.0
2,1,2,0,1,62,338,4,1,5,18,8,1,0,59.0,64,3,3,2,0,1,1,3043.0,1.0
2,1,0,0,0,37,263,4,1,2,2,3,11,1,1763.0,55,1,3,1,0,0,1,115.0,1.0
2,2,8,0,0,45,210,4,0,3,3,2,6,4,1260.0,25,8,6,2,0,1,2,2050.0,2.0
2,1,0,0,0,28,171,4,0,0,4,0,0,0,1306.0,58,0,1,0,0,0,2,0.0,2.0
1,0,2,0,2,405,155,4,0,0,1,1,4,0,508.0,120,6,1,0,0,0,3,6958.0,3.0
2,1,6,0,0,61,152,4,8,2,3,3,4,0,684.0,101,1,5,2,0,1,4,81.0,4.0
2,1,1,1,3,603,145,4,0,2,7,3,11,7,40.0,49,1,5,1,1,2,3,315.0,3.0
2,1,3,0,0,45,141,4,1,4,4,1,4,0,13.0,51,1,1,0,0,1,4,142.0,4.0
2,1,0,0,0,73,141,4,1,4,4,1,4,0,254.0,57,2,9,1,0,0,5,316.0,5.0
